-8.1149	25.358	2.8293	0
-7.9241	25.985	3.264	0
-5.1514	22.44	-7.2027	0
-5.2479	28.927	1.9359	0
-16.602	22.749	5.1982	0
-18.734	17.736	6.7497	0
-11.917	19.775	1.1393	0
-9.1341	23.011	3.0007	0
-12.483	24.687	-8.7188	0
-12.023	28.982	1.1864	0
-8.82	26.872	-0.45702	0
-20.859	25.796	1.955	0
-7.9325	32.771	-1.5705	0
-15.666	17.331	5.0686	0
-15.207	21.335	8.4082	0
-13.837	23.693	0.24454	0
-6.5616	26.104	4.1677	0
-16.588	19.653	8.5087	0
-10.135	23.458	11.555	0
-7.6606	28.619	-7.7913	0
-12.273	24.124	1.7467	0
-17.003	22.314	6.3159	0
-18.838	20.09	6.5782	0
-14.663	16.69	-2.3463	0
-16.774	16.938	-10.557	0
-20.454	19.766	6.839	0
-10.388	15.307	-10.58	0
-13.326	16.597	-4.6841	0
-17.234	19.188	4.0439	0
-20.546	17.903	5.8802	0
-8.8463	17.676	11.334	0
-15.445	16.008	5.684	0
-10.659	22.615	0.62207	0
-11.653	23.621	2.7762	0
-10.628	22.722	1.1729	0
-10.982	23.743	-4.9242	0
-11.544	22.915	0.73282	0
-14.128	23.05	4.8586	0
-7.8017	25.109	2.5421	0
-10.308	22.53	2.5176	0
-16.737	20.236	5.2644	0
-15.757	22.331	7.9335	0
-18.429	15.033	4.8572	0
-5.6612	18.646	-9.3167	0
-7.7116	25.533	6.2193	0
-20.928	19.294	3.9101	0
-12.094	18.461	8.1208	0
-24.987	15.673	9.776	0
-7.303	25.971	7.4845	0
-9.4058	23.142	16.838	0
-5.8478	24.909	7.9034	0
-16.082	19.56	4.6999	0
-18.542	15.485	6.3508	0
-0.15263	19.23	0.75728	0
-7.4316	25.349	-6.6038	0
-6.5146	24.542	8.5399	0
-17.522	21.795	-10.027	0
-18.006	16.125	0.81533	0
-0.91942	27.724	4.0571	0
-15.392	24.169	-0.32656	0
-1.6853	24.517	3.9761	0
-6.6915	26.583	3.8047	0
-7.4207	19.277	-4.1988	0
-13.509	24.162	0.41329	0
-3.2863	20.752	-6.5507	0
-1.0327	25.208	3.6249	0
-23.089	23.561	-3.7752	0
-8.7985	25.665	2.3257	0
-7.07	27.515	2.905	0
-14.897	18.967	0.57339	0
-8.3774	27.026	6.5782	0
3.6122	8.792	-1.7631	0
-9.3594	29.95	9.809	0
-6.0643	29.024	8.8767	0
-1.7763	29.82	7.7527	0
-6.6562	27.049	-5.1428	0
-7.1593	28.082	7.9784	0
-12.605	24.902	4.1223	0
-10.068	25.923	5.3014	0
-14.876	23.463	2.0318	0
-2.7376	26.803	8.1511	0
-5.7554	26.925	3.0603	0
-5.6818	25.625	5.2817	0
-8.9355	24.042	1.9103	0
-4.9994	26.404	2.6108	0
-21.12	18.666	8.659	0
2.0246	21.669	7.9584	0
0.35924	14.903	-2.3579	0
-6.3451	26.722	3.2027	0
5.4268	10.726	-5.1899	0
-5.6378	26.272	4.7586	0
-10.219	25.175	-7.5944	0
-0.94639	22.976	0.86704	0
-4.6193	24.755	4.094	0
-2.0016	27.407	2.6184	0
-21.091	20.079	7.3365	0
0.35667	27.878	8.0835	0
-12.636	29.001	-4.5849	0
-2.0451	18.668	3.7654	0
-14.419	21.024	-0.70148	0
-20.192	14.424	4.4894	0
-3.2228	15.032	-0.24402	0
-17.261	21.522	7.0784	0
-19.767	7.3994	-2.0732	0
-6.75	18.682	16.982	0
-18.08	22.004	-5.9102	0
-16.127	21.836	6.5014	0
-10.619	22.095	6.2533	0
-11.424	24.652	7.5745	0
-18.945	16.105	5.9875	0
-6.8002	24.487	3.1038	0
-15.937	26.934	-0.38944	0
-4.4874	22.643	-0.3546	0
-14.121	24.02	0.15064	0
-3.8547	15.588	-7.5425	0
-6.3664	26.353	2.8756	0
-4.1741	21.754	0.21907	0
-7.1626	24.857	3.4562	0
-6.1408	26.907	-7.9207	0
-5.8407	25.331	1.6687	0
-16.074	22.868	7.3053	0
-1.5079	7.7969	1.5068	0
-4.1533	23.324	0.80141	0
-3.652	26.18	1.5864	0
-5.6266	21.158	8.0686	0
-9.2542	25.125	7.7226	0
-15.831	23.068	6.3572	0
-6.5672	28.192	4.9782	0
-10.995	19.911	6.5202	0
-2.6998	7.5993	-5.9796	0
-16.46	22.255	6.6369	0
0.30923	2.7429	-6.7429	0
-5.4995	23.568	11.042	0
3.2895	0.60811	-1.8498	0
-3.8224	27.899	3.2158	0
-14.288	23.232	-5.9591	0
-6.0515	27.173	5.2168	0
-4.2646	18.838	3.4322	0
-7.0751	22.102	8.5665	0
-4.901	25.541	6.2883	0
-6.8021	15.688	2.1357	0
-16.108	25.053	1.0606	0
2.471	-0.60498	-6.3063	0
-7.9257	25.694	7.6964	0
-17.197	21.232	5.6236	0
-22.04	20.149	3.7363	0
-4.0253	19.61	8.0992	0
-13.744	25.256	-7.6026	0
-19.707	21.541	7.5239	0
-17.643	17.663	4.8755	0
-9.1857	14.696	-6.1424	0
-8.1866	26.28	3.1352	0
-16.52	26.349	0.11848	0
-10.242	21.58	4.3719	0
-17.176	23.073	5.516	0
-16.233	25.013	8.3009	0
-13.153	19.305	9.6838	0
-10.616	16.647	10.048	0
-13.397	16.193	3.5616	0
-7.8836	24.901	5.4656	0
-11.85	22.481	0.20259	0
-5.8516	24.838	3.122	0
-16.634	22.288	6.7825	0
-16.189	21.378	6.7147	0
-17.198	21.712	7.1816	0
-16.458	22.398	-0.23991	0
-15.046	21.756	5.7876	0
-18.604	20.326	10.494	0
-15.467	22.713	7.6948	0
-8.9123	20.549	-1.2277	0
-8.2555	22.955	12.347	0
-21.27	18.604	5.0421	0
-14.439	28.109	14.646	0
-10.539	18.956	8.8193	0
-14.768	24.726	1.4944	0
-14.069	23.395	1.9371	0
-14.666	22.909	6.9124	0
-22.225	20.011	7.0553	0
-8.381	15.211	-6.314	0
-10.927	22.551	1.0069	0
-8.324	19.003	-9.1762	0
-8.407	24.985	1.1592	0
-8.9281	22.831	8.2507	0
-14.339	19.484	5.3166	0
-8.4528	24.008	2.8278	0
-13.337	20.169	3.7537	0
-4.0681	25.202	9.276	0
-8.009	29.046	7.5705	0
-6.1733	14.731	-7.4667	0
-10.9	17.968	9.7706	0
-9.6515	22.663	3.0726	0
-8.3973	26.421	1.9386	0
-9.216	20.423	12.16	0
-15.254	19.869	1.095	0
-6.2456	23.675	-8.2909	0
-9.4406	21.607	9.2032	0
-13.124	24.302	-0.2712	0
-10.889	21.963	0.88579	0
-8.8005	25.948	4.4728	0
-14.724	23.141	1.5376	0
-11.284	15.992	-2.3329	0
-16.015	20.457	-1.6304	0
-13.826	23.429	5.849	0
-6.9007	29.405	-0.70349	0
-16.592	20.524	6.8037	0
-8.4844	22.641	2.3962	0
-13.86	22.3	5.3063	0
-4.8616	22.166	-5.5893	0
-19.513	20.115	7.5384	0
-8.8582	12.949	-4.6376	0
-13.234	28.224	4.1269	0
-16.516	21.832	6.6833	0
-18.907	20.223	7.2185	0
-17.032	23.862	0.083215	0
-14.536	21.332	-5.7832	0
-17.615	20.717	5.6995	0
-17.509	19.299	-1.327	0
-15.487	21.712	7.3753	0
-13.956	22.422	-0.83933	0
-8.1772	25.138	3.872	0
-17.217	11.669	-0.96996	0
-13.369	18.843	7.1878	0
-11.385	20.754	8.4125	0
-8.0899	21.881	7.8123	0
-12.967	16.258	5.9788	0
-8.5926	22.985	6.0275	0
-8.2697	23.782	3.1087	0
-7.7299	26.151	4.7697	0
-2.2251	19.582	-1.4821	0
-8.0397	21.004	-6.0013	0
-5.8104	24.633	3.3716	0
-12.768	22.754	10.691	0
-10.995	24.547	4.882	0
-8.0089	21.514	1.8577	0
-14.44	19.43	1.4387	0
-9.4901	20.027	10.712	0
-13.714	9.3487	-3.1421	0
-7.4097	25.285	5.8009	0
-21.815	18.202	5.718	0
-5.5348	26.963	0.98127	0
-8.497	24.847	3.9068	0
-4.129	23.231	10.465	0
-7.4266	27.509	2.6048	0
-7.7909	26.723	3.0119	0
-9.7566	19.438	-6.9346	0
-9.9704	22.52	-5.6738	0
-14.995	19.873	-3.38	0
-7.4615	26.849	5.4488	0
-15.839	22.158	7.1142	0
-6.9054	28.091	-6.5353	0
-8.7532	27.258	2.822	0
-7.4546	26.372	3.9861	0
-11.505	22.905	1.0762	0
-12.823	27.928	4.6684	0
-16.243	25.868	1.0754	0
-11.091	23.115	3.8555	0
-6.5191	26.094	-8.7287	0
-11.78	17.257	13.546	0
-22.167	17.83	6.7502	0
-20.283	16.769	6.9031	0
-9.1265	25.46	4.6928	0
-0.90282	17.219	13.874	0
-12.368	24.611	0.22837	0
-10.1	20.595	13.731	0
-12.312	23.783	0.98823	0
0.66687	9.5895	-1.4734	0
-13.568	21.459	-7.0113	0
-13.943	22.534	10.175	0
-15.505	21.665	1.5879	0
-16.825	24.783	0.13359	0
-10.168	20.8	9.5284	0
-21.309	18.057	5.0725	0
-13.422	23.849	-1.0321	0
-9.3669	18.433	12.746	0
-10.309	19.427	12.363	0
-6.9381	24.779	-5.9989	0
-12.481	25.855	4.2285	0
-9.9884	21.712	4.6754	0
-13.232	27.916	5.067	0
-8.0231	24.657	2.4078	0
