0.76814	278	1199	26	2.88462	0.89255	6447	60000	0.8873	1127	10000	0.815386	0.885259	6544.47
0.76814	278	1199	31	2.77419	0.890833	6550	60000	0.8846	1154	10000	0.813932	0.88206	7021.86
0.808173	230	1199	30	3.2	0.896633	6202	60000	0.8884	1116	10000	0.854443	0.885702	6439.9
0.829858	204	1199	28	3.07143	0.892967	6422	60000	0.8839	1161	10000	0.868733	0.881663	6813.44
0.790659	251	1199	24	3.33333	0.8911	6534	60000	0.8837	1163	10000	0.847555	0.880084	5471.56
0.789825	252	1199	29	3.2069	0.893	6420	60000	0.886	1140	10000	0.844892	0.883567	6989.7
0.825688	209	1199	25	3.44	0.894683	6319	60000	0.8876	1124	10000	0.869889	0.885301	6860.41
0.819016	217	1199	19	3.57895	0.892583	6445	60000	0.8875	1125	10000	0.873728	0.885273	5420.76
0.766472	280	1199	22	3.27273	0.8944	6336	60000	0.8899	1101	10000	0.81397	0.887535	6134.09
0.789825	252	1199	24	3.33333	0.890717	6557	60000	0.8826	1174	10000	0.822873	0.880015	6882.41
