0.749791	300	1199	27	2.85185	0.861617	8303	60000	0.8593	1407	10000	0.79116	0.85814	5387.29
0.688907	373	1199	29	2.51724	0.85595	8643	60000	0.8505	1495	10000	0.707788	0.848587	5131.74
0.655546	413	1199	20	2.65	0.85955	8427	60000	0.8579	1421	10000	0.709059	0.855622	5546.64
0.752294	297	1199	26	2.69231	0.8585	8490	60000	0.8566	1434	10000	0.775796	0.854242	5288.46
0.752294	297	1199	30	2.7	0.854683	8719	60000	0.8525	1475	10000	0.776592	0.851026	4900.95
0.741451	310	1199	22	2.86364	0.85805	8517	60000	0.8531	1469	10000	0.784277	0.851404	4758.11
0.735613	317	1199	19	2.52632	0.853683	8779	60000	0.8549	1451	10000	0.771011	0.85321	6278.09
0.747289	303	1199	21	2.85714	0.860117	8393	60000	0.8555	1445	10000	0.790402	0.854249	4770.37
0.673061	392	1199	23	2.56522	0.853817	8771	60000	0.8511	1489	10000	0.706188	0.849236	5049.89
0.742285	309	1199	26	2.73077	0.853583	8785	60000	0.8482	1518	10000	0.784131	0.846716	6151.97
