0.874062	151	1199	20	4.05	0.928767	4274	60000	0.9178	822	10000	0.921007	0.916638	5926.3
0.895746	125	1199	22	3.54545	0.9324	4056	60000	0.9216	784	10000	0.922828	0.920777	6126.39
0.88407	139	1199	23	3.86957	0.930133	4192	60000	0.9207	793	10000	0.922166	0.919512	6858.6
0.87156	154	1199	27	3.22222	0.930483	4171	60000	0.9196	804	10000	0.922989	0.918786	6208.28
0.887406	135	1199	27	3.51852	0.934183	3949	60000	0.923	770	10000	0.922604	0.922055	6788.5
0.876564	148	1199	25	3.8	0.932367	4058	60000	0.9206	794	10000	0.919838	0.919485	6679.78
0.889074	133	1199	30	3.56667	0.933067	4016	60000	0.9224	776	10000	0.925244	0.921773	6653.83
0.868224	158	1199	25	3.48	0.930967	4142	60000	0.9182	818	10000	0.926925	0.917409	6092.62
0.869892	156	1199	18	3.72222	0.931283	4123	60000	0.9219	781	10000	0.922789	0.921016	6146.34
0.884904	138	1199	22	4.04545	0.931033	4138	60000	0.9206	794	10000	0.921036	0.91939	6261.37
