13.795	21.074	0
15.022	21.315	0
9.1032	10.734	0
12.583	17.167	0
17.268	23.612	0
20.365	24.25	0
13.028	17.812	0
15.769	28.017	0
20.635	16.823	0
20.645	15.655	0
14.203	20.173	0
20.543	25.568	0
15.858	18.395	0
24.168	26.172	0
14.23	26.518	0
17.929	21.063	0
14.455	23.416	0
17.411	23.977	0
11.059	26.707	0
16.261	17.991	0
15.414	19.165	0
17.999	24.171	0
22.34	26.043	0
19.444	17.254	0
20.676	13.664	0
14.979	29.619	0
12.633	17.91	0
22.116	12.984	0
18.04	19.431	0
22.513	27.276	0
7.2697	26.604	0
17.968	26.858	0
15.751	22.364	0
16.121	21.252	0
14.007	20.322	0
15.916	20.395	0
14.191	21.899	0
13.891	22.419	0
10.563	21.644	0
13.897	21.845	0
17.096	26.573	0
15.485	27.733	0
23.954	21.645	0
17.237	11.89	0
10.092	24.198	0
22.657	24.481	0
16.298	29.799	0
24.119	27.732	0
8.4315	25.421	0
7.7954	27.897	0
8.6204	24.59	0
22.059	25.214	0
23.438	25.735	0
3.3796	14.05	0
15.407	17.654	0
9.9685	23.709	0
21.238	13.933	0
23.308	17.962	0
7.516	18.883	0
19.589	20.329	0
8.169	15.835	0
13.03	21.785	0
13.758	18.454	0
18.541	18.64	0
12.175	14.364	0
6.2027	20.445	0
22.146	17.192	0
11.674	21.449	0
12.064	21.569	0
15.973	18.221	0
11.528	23.917	0
2.6743	11.403	0
9.3119	21.024	0
8.8096	23.912	0
7.4051	21.955	0
10.464	11.384	0
7.9593	24.494	0
11.776	23.783	0
17.191	23.641	0
14.099	20.39	0
4.0677	20.552	0
12.112	18.781	0
9.0918	21.415	0
13.675	19.863	0
8.3352	16.841	0
34.714	26.37	0
7.269	19.488	0
3.1694	13.389	0
12.874	17.96	0
1.3685	10.562	0
9.9407	18.135	0
15.272	16.038	0
6.3471	11.421	0
7.8431	18.503	0
7.0756	16.175	0
23.291	25.942	0
3.7697	15.567	0
17.92	17.332	0
7.3439	21.104	0
23.453	17.821	0
20.75	28.141	0
8.1785	18.953	0
21.355	30.058	0
20.909	13.187	0
9.2361	20.411	0
22.412	13.421	0
16.196	26.668	0
14.106	24.032	0
12.065	24.435	0
14.57	30.881	0
12.195	21.195	0
18.328	20.202	0
8.296	6.1712	0
18.233	22.527	0
13.598	17.036	0
8.1547	15.124	0
9.4852	15.314	0
9.4567	17.26	0
12.89	16.675	0
12.144	15.385	0
18.007	30.005	0
3.1331	12.241	0
9.2691	17.591	0
9.9801	16.972	0
9.1487	23.006	0
15.82	27.145	0
17.493	21.475	0
12.306	18.48	0
18.243	21.134	0
10.494	11.657	0
19.339	24.607	0
5.511	11.289	0
6.6094	22.042	0
-0.21279	10.107	0
7.3203	23.247	0
20.549	14.226	0
9.3996	21.368	0
9.5713	20.966	0
9.1448	20.678	0
14.356	21.23	0
4.7785	18.155	0
19.277	21.76	0
1.6222	3.7325	0
6.9677	22.077	0
16.603	28.325	0
21.084	26.19	0
4.1829	20.263	0
21.324	13.65	0
19.02	27.687	0
25.592	25.332	0
13.616	7.709	0
12.611	21.09	0
19.484	19.98	0
13.007	23.223	0
18.672	16.882	0
18.865	22.12	0
13.749	27.91	0
12.103	23.554	0
21.002	13.265	0
13.381	22.384	0
10.003	24.118	0
12.617	19.722	0
17.953	25.549	0
17.446	27.203	0
20.338	27.971	0
24.516	23.363	0
16.827	26.045	0
16.084	28.924	0
14.003	24.628	0
15.084	18.745	0
10.614	26.345	0
16.545	28.441	0
12.15	25.866	0
12.568	24.685	0
12.436	21.079	0
15.568	22.355	0
19.024	25.189	0
15.031	35.284	0
15.154	19.331	0
14.407	20.751	0
14.7	14.313	0
14.113	19.843	0
3.5536	34.785	0
22.324	24.375	0
14.224	21.56	0
11.78	24.425	0
6.8819	25.461	0
15.746	18.56	0
17.04	17.386	0
10.115	29.696	0
13.76	22.93	0
11.783	24.975	0
11.327	27.824	0
19.056	23.204	0
13.779	17.475	0
16.473	25.416	0
15.496	19.713	0
14.28	20.532	0
13.5	22.026	0
16.288	24.586	0
19.811	13.873	0
21.311	20.561	0
13.431	21.596	0
12.428	20.001	0
19.698	26.436	0
14.522	17.871	0
16.217	22.278	0
8.2901	9.621	0
22.4	24.316	0
18.416	12.066	0
18.363	18.968	0
17.226	24.335	0
22.172	23.412	0
20.851	20.859	0
12.778	11.671	0
19.607	26.58	0
22.473	19.978	0
16.935	23.665	0
17.488	20.576	0
12.375	22.578	0
20.911	22.18	0
1.1266	33.931	0
9.2413	24.745	0
11.988	23.785	0
10.116	28.013	0
9.5484	21.794	0
8.6862	17.321	0
13.434	21.617	0
8.2855	16.963	0
15.599	17.453	0
11.063	20.655	0
11.833	24.658	0
12.932	23.011	0
11.836	20.497	0
16.669	26.016	0
11.646	26.816	0
21.17	14.731	0
5.1205	21.289	0
20.689	26.86	0
14.133	18.838	0
11.079	22.432	0
8.8938	24.841	0
13.148	19.99	0
13.438	21.26	0
15.367	13.008	0
14.064	17.839	0
21.034	11.393	0
12.595	22.508	0
18.085	22.27	0
14.308	18.028	0
12.517	21.087	0
11.641	21.122	0
13.201	20.095	0
12.156	22.029	0
17.484	25.573	0
12.056	21.73	0
16.327	18.873	0
6.3893	26.51	0
16.748	29.64	0
20.707	26.391	0
12.921	18.999	0
6.3877	12.887	0
16.334	19.523	0
10.163	29.737	0
15.245	21.744	0
2.1188	0.56469	0
19.214	13.339	0
12.516	23.31	0
15.975	22.209	0
