24.455	1.7514	5.8761	-1.6328	1
24.468	1.2868	5.1542	-2.0708	1
22.232	-0.36743	8.5827	0.57034	1
23.328	1.8371	9.1692	0.68684	1
25.23	2.2624	2.3859	-1.6372	1
24.287	-5.9123	-5.2418	-1.2788	1
24.104	2.2929	2.9656	-1.374	1
27.293	-5.2321	-2.6606	-1.8483	1
24.706	-2.4088	3.8263	3.9774	1
27.133	4.6473	2.6592	4.2962	1
23.947	0.8251	7.3831	1.4574	1
23.969	-3.6321	-6.1583	-1.7153	1
23.521	-0.38095	8.3162	3.8264	1
27.552	-3.9392	-7.4463	-2.2197	1
24.604	-0.50627	-1.2774	-10.77	1
29.538	-4.0968	-3.8409	4.6385	1
24.269	1.8866	7.1039	-4.2808	1
25.543	-5.1697	-5.0973	-5.135	1
26.181	-2.6651	-3.5026	-15.255	1
23.461	-2.1476	5.8952	3.9864	1
26.312	-0.68291	2.826	2.7004	1
25.958	1.1836	-2.3493	-1.8199	1
26.64	-0.56846	-5.4413	-4.4714	1
22.024	-2.5854	-3.5267	4.5031	1
21.833	-6.4503	-2.6735	2.5363	1
25.266	-2.0596	-3.3126	-5.177	1
13.172	-8.8188	3.235	5.4679	1
24.843	1.1587	1.8269	3.331	1
13.518	-0.43364	-9.4338	-0.17545	1
26.865	-4.3858	-5.5	-8.6736	1
23.939	1.2917	0.55293	-9.6355	1
26.059	-0.7077	-0.7747	-3.8008	1
24.364	-0.97187	3.4666	-0.57541	1
24.103	0.85946	3.1231	-0.90141	1
22.336	-0.50846	4.9042	0.21255	1
24.485	-0.97269	5.7842	4.405	1
24.256	-1.0786	3.3846	1.4296	1
24.812	1.9945	3.3238	-2.3425	1
23.819	0.71549	5.646	-1.7783	1
22.54	0.16592	5.9879	-0.96754	1
25.602	-0.28707	-1.6626	-4.1439	1
27.7	-0.37654	-2.3326	-6.8014	1
26.185	-6.2896	-8.4434	0.81194	1
24.031	-0.29102	8.945	5.4955	1
26.406	0.46434	4.5307	-6.0144	1
26.032	-2.4874	-3.8174	-1.2789	1
25.756	-4.7357	-2.0268	-5.7318	1
26.281	-4.2935	-5.5621	-3.5449	1
27.079	4.4651	7.4339	-6.9177	1
20.386	-2.155	4.5765	-10.8	1
24.297	2.7259	8.425	-6.3115	1
25.35	-4.9501	-5.1814	-2.1289	1
24.592	-0.50205	-4.0912	-3.1654	1
19.482	-0.74239	14.657	-6.6561	1
21.574	-0.31784	6.0802	1.7522	1
23.846	1.0103	7.7377	-7.1659	1
25.171	-8.3724	-0.13216	4.3528	1
23.088	-4.4141	-6.006	-1.8756	1
24.567	3.4994	13.206	-4.6957	1
26.331	-3.1849	-0.10134	3.5205	1
22.484	5.0786	10.905	-2.5618	1
24.029	2.0738	7.8614	-2.3433	1
23.421	0.18746	8.46	1.5191	1
28.257	-2.3941	1.6423	4.6468	1
20.272	1.1698	7.5961	3.1515	1
18.503	-0.74692	11.139	-1.4698	1
26.976	-6.3473	-1.4005	3.7879	1
25.18	1.9437	7.2051	-3.1581	1
24.648	1.6624	7.4577	-1.6987	1
23.837	-0.91544	5.8807	1.0988	1
23.005	0.33577	5.4927	-4.4039	1
16.648	6.2767	15.332	-0.6162	1
25.583	-2.6586	5.7199	-4.4004	1
27.009	2.0307	9.1292	-9.3705	1
26.04	2.3128	11.417	-7.4035	1
21.622	-2.8061	9.6443	6.857	1
25.462	2.0856	9.2039	-10.092	1
25.017	2.8505	4.5542	-5.4251	1
24.149	0.38429	1.4111	-1.8918	1
30.863	0.10372	0.8531	1.2056	1
24.76	2.6688	10.402	-3.4326	1
22.984	-0.45766	9.1203	-1.9736	1
24.545	1.2408	9.2985	-6.0644	1
23.505	1.5946	6.724	-0.74121	1
26.416	2.5081	11.366	-1.3556	1
27.888	-5.139	-7.7675	-4.6656	1
21.501	7.0485	12.804	-10.244	1
11.018	-0.73357	14.543	-3.5129	1
24.329	1.3431	8.7694	-1.2851	1
8.6118	2.6679	11.46	4.0835	1
22.197	1.4259	9.0658	-3.0927	1
25.899	-3.3169	7.9271	8.4134	1
19.64	-0.56781	11.538	-0.15552	1
21.682	0.0622	8.0879	-4.5163	1
21.938	2.2609	15.245	-0.77021	1
25.093	-5.9369	-7.9911	-4.8654	1
21.533	3.0479	13.103	-5.744	1
30.615	-5.4535	1.6429	7.813	1
24.052	-0.9348	10.775	-3.2274	1
26.137	-0.16545	1.8076	1.7213	1
26.879	-3.4183	-4.33	-3.9423	1
19.779	1.5192	10.715	-0.89873	1
26.464	-1.3589	-4.6895	-3.6438	1
15.277	-1.9494	-8.5985	3.9377	1
26.171	1.8144	1.9202	-8.9942	1
26.844	-2.9118	-1.1838	6.5559	1
27.013	0.54818	0.31769	-3.0733	1
25.446	0.30878	-0.11436	-3.6862	1
26.281	3.0809	4.4541	-5.4808	1
21.409	-3.4746	-2.3645	-4.7189	1
21.924	-0.55848	7.9934	-2.8919	1
26.755	-0.14842	0.27181	3.6766	1
9.0623	4.5582	7.9271	2.312	1
25.615	-3.3862	-0.97219	1.7298	1
19.721	-3.3204	4.369	5.3599	1
22.929	4.2607	10.683	-0.22959	1
23.033	0.097903	8.9572	0.70753	1
22.66	0.45776	8.6221	-2.4028	1
23.102	-1.2587	14.381	8.0591	1
24.228	2.031	11.027	4.7797	1
25.372	2.4446	-0.035064	-2.0413	1
15.46	-6.008	11.818	-2.6976	1
23.342	0.019821	8.6026	0.077928	1
23.576	-0.35917	10.228	0.98376	1
18.88	-3.6581	8.1076	-7.49	1
19.044	-3.7968	10.531	-0.92561	1
25.304	2.8296	2.3746	-3.0343	1
23.433	-0.52962	7.2909	-0.75911	1
23.564	-0.90356	2.7529	-2.8507	1
13.852	-1.0897	8.3628	4.8564	1
25.068	2.6977	-0.32438	-3.4855	1
7.8401	-2.5571	11.025	8.4701	1
22.583	1.6092	9.3242	-10.891	1
