0.86929	-0.63508	0.22569	0.32747	-0.68999	0.75420	-0.24857	-1.09206	0	1.37499	-0.65367	0.93035	1.10744	1.13890	-1.57820	-1.04699	0	0.65793	-0.01045	-0.04577	3.10196	1.35376	0.97956	0.97808	0.92000	0.72166	0.98875	0.87668	1
0.90754	0.32915	0.35941	1.49797	-0.31301	1.09553	-0.55752	-1.58823	2.17308	0.81258	-0.21364	1.27101	2.21487	0.49999	-1.26143	0.73216	0	0.39870	-1.13893	-0.00082	0	0.30222	0.83305	0.98570	0.97810	0.77973	0.99236	0.79834	1
0.79883	1.47064	-1.63597	0.45377	0.42563	1.10487	1.28232	1.38166	0	0.85174	1.54066	-0.81969	2.21487	0.99349	0.35608	-0.20878	2.54822	1.25695	1.12885	0.90046	0	0.90975	1.10833	0.98569	0.95133	0.80325	0.86592	0.78012	1
1.34438	-0.87663	0.93591	1.99205	0.88245	1.78607	-1.64678	-0.94238	0	2.42326	-0.67602	0.73616	2.21487	1.29872	-1.43074	-0.36466	0	0.74531	-0.67838	-1.36036	0	0.94665	1.02870	0.99866	0.72828	0.86920	1.02674	0.95790	0
1.10501	0.32136	1.52240	0.88281	-1.20535	0.68147	-1.07046	-0.92187	0	0.80087	1.02097	0.97141	2.21487	0.59676	-0.35027	0.63119	0	0.48000	-0.37357	0.11304	0	0.75586	1.36106	0.98661	0.83808	1.13330	0.87224	0.80849	1
1.59584	-0.60781	0.00707	1.81845	-0.11191	0.84755	-0.56644	1.58124	2.17308	0.75542	0.64311	1.42637	0	0.92166	-1.19043	-1.61559	0	0.65111	-0.65423	-1.27434	3.10196	0.82376	0.93819	0.97176	0.78918	0.43055	0.96136	0.95782	0
0.40939	-1.88468	-1.02729	1.67245	-1.60460	1.33801	0.05543	0.01347	2.17308	0.50978	-1.03834	0.70786	0	0.74692	-0.35847	-1.64665	0	0.36706	0.06950	1.37713	3.10196	0.86942	1.22208	1.00063	0.54504	0.69865	0.97731	0.82879	1
0.93390	0.62913	0.52753	0.23803	-0.96657	0.54781	-0.05944	-1.70687	2.17308	0.94100	-2.65373	-0.15722	0	1.03037	-0.17551	0.52302	2.54822	1.37355	1.29125	-1.46745	0	0.90184	1.08367	0.97970	0.78330	0.84920	0.89436	0.77488	1
1.40514	0.53660	0.68955	1.17957	-0.11006	3.20240	-1.52696	-1.57603	0	2.93154	0.56734	-0.13003	2.21487	1.78712	0.89950	0.58515	2.54822	0.40187	-0.15120	1.16349	0	1.66707	4.03927	1.17583	1.04535	1.54297	3.53483	2.74075	1
1.17657	0.10416	1.39700	0.47972	0.26551	1.13556	1.53483	-0.25329	0	1.02725	0.53432	1.18002	0	2.40566	0.08756	-0.97653	2.54822	1.25038	0.26854	0.53033	0	0.83317	0.77397	0.98575	1.10370	0.84914	0.93710	0.81236	1
0.94597	1.11124	1.21834	0.90764	0.82154	1.15324	-0.36542	-1.56605	0	0.74472	0.72082	-0.37582	2.21487	0.60888	0.30784	-1.28164	0	1.59797	-0.45102	0.06365	3.10196	0.82902	0.98065	0.99436	0.90825	0.77588	0.78331	0.72512	1
0.73936	-0.17829	0.82993	0.50454	-0.13022	0.96105	-0.35552	-1.71740	2.17308	0.62096	-0.48174	-1.19919	0	0.98260	0.08119	-0.29032	0	1.06466	0.77406	0.39882	3.10196	0.94454	1.02626	0.98220	0.54211	1.25098	0.83004	0.76131	0
1.38410	0.11682	-1.17988	0.76291	-0.07978	1.01986	0.87732	1.27689	2.17308	0.33125	1.40952	-1.47439	0	1.28274	0.73747	-0.22542	0	1.55975	0.84652	0.50481	3.10196	0.95932	0.80738	1.19181	1.22121	0.86114	0.92934	0.83830	1
1.38355	0.88918	0.61853	1.08155	0.34461	0.95638	0.85454	-1.12921	2.17308	0.54567	-0.30787	-0.62328	2.21487	0.34826	1.02420	0.18408	0	0.78134	-1.63613	1.14407	0	0.52224	0.73764	0.98620	1.34962	0.81279	0.95341	0.77972	1
1.34365	0.83853	-1.06114	2.47202	-0.57263	1.51271	1.14369	0.85556	0	0.88422	1.47461	-1.36065	1.10744	1.58727	2.23483	0.07757	0	1.60941	2.39640	0.75729	0	0.93402	0.84471	1.07784	1.40018	0.94777	1.00761	0.90102	1
0.54701	-0.34971	-0.64666	2.04046	0.27646	0.54470	0.83870	1.72870	0	0.65281	1.47169	1.24327	0	0.78573	-0.04443	-1.01980	2.54822	0.41915	-0.62924	1.57079	3.10196	0.68943	0.86723	1.08249	0.66414	0.35411	0.57995	0.81727	0
1.48420	1.69952	-1.05947	2.70020	-1.05596	2.40945	0.45746	0.34498	0	1.41490	1.11423	-1.44887	0	1.01298	-2.05699	1.13101	0	0.90547	2.18237	1.04307	0	1.65363	0.99358	0.98332	0.74138	0.16338	0.59232	0.74514	1
1.05798	-0.16076	-0.19500	2.70502	-0.75148	1.90992	-1.03184	0.86499	0	1.30083	0.14674	-1.11874	1.10744	0.96697	-0.36666	1.10827	0	0.55472	-0.71419	1.50531	3.10196	0.95449	0.65104	1.12495	0.89400	0.67217	1.18236	1.31630	0
0.67530	1.12098	-0.28045	1.53955	0.73452	0.61468	-0.50702	0.79458	2.17308	0.21882	-1.89412	-0.58056	0	1.24568	-0.34754	-0.85616	2.54822	0.75310	-1.14559	-1.37478	0	0.90694	0.89834	1.11965	1.26907	1.08877	1.01541	0.91464	0
0.64273	-1.42984	1.51907	0.94100	0.88723	1.61513	-1.33684	-0.26660	1.08654	1.66709	0.65574	-1.58813	0	0.82823	1.83614	0.40819	0	1.70872	-0.34692	-1.18278	3.10196	0.92109	1.37336	0.98492	1.42288	1.54655	1.78259	1.43817	1
1.10245	0.42654	1.71716	0.93430	0.77574	1.27939	-0.24956	-0.92631	2.17308	1.06665	0.43426	0.68068	0	1.05408	0.00381	0.25508	0	0.74337	1.20797	-1.15060	0	0.70864	0.52191	1.05431	1.27265	0.83463	0.93498	0.86530	1
1.33011	0.20156	1.17339	0.13531	-1.08316	0.72846	1.10903	-0.53990	1.08654	0.46244	0.13314	-0.56058	0	0.47910	1.18714	0.65782	0	0.67010	1.00726	0.05477	3.10196	0.78207	0.67210	0.99000	0.73428	0.37907	0.76476	0.64292	1
1.28985	-1.42302	-0.68716	0.13110	-1.13593	0.82135	0.29605	0.16758	2.17308	0.69650	-0.46911	-1.15148	1.10744	0.93957	0.27325	1.64081	0	0.72049	1.10553	0.72733	0	1.00664	0.86791	0.99909	1.10961	1.12509	0.88290	0.85940	0
1.04791	-1.11914	-0.95682	0.99567	-1.55032	0.73332	0.28318	0.91876	2.17308	1.05041	-0.04074	0.10865	2.21487	0.94344	0.31967	-0.85782	0	0.62823	-0.32526	1.21732	0	0.87313	0.87337	0.97622	1.37309	0.88799	1.20653	0.99906	1
0.48827	1.69757	0.79109	0.89361	-0.70929	1.56273	-0.07627	1.73868	2.17308	0.62436	2.39547	0.52255	0	1.66120	0.26597	-0.21821	2.54822	0.94661	-0.07708	0.28451	0	1.67451	1.41368	0.98792	1.33324	2.00441	1.55075	1.21671	0
1.41320	-0.85228	0.31003	1.12802	-1.50979	0.81952	1.15260	-1.67028	2.17308	1.17027	0.10011	0.26622	0	0.85229	0.40068	-1.33434	0	1.37038	0.95978	-0.63231	0	0.88959	0.93804	1.74521	0.97392	0.67713	1.13570	0.97284	0
0.76992	-0.44905	-0.98568	0.96572	-1.30096	0.73872	-1.03284	0.87497	1.08654	1.36945	-1.18113	0.16690	1.10744	1.25657	-0.12180	-1.58785	0	0.59951	0.61083	0.11582	0	1.04822	1.10551	0.99332	1.13182	0.89187	0.97395	0.95123	1
2.46806	0.66419	1.02358	0.31720	1.40724	0.99623	-0.45256	-0.49999	0	0.34812	1.01612	-0.16110	0	0.97786	-2.63409	-0.28533	0	1.24454	-0.47184	1.46370	3.10196	1.00592	0.79529	0.99626	0.94520	0.32173	0.73517	1.47030	0
1.01442	0.01261	-0.48463	0.69526	1.70117	0.59710	0.07622	0.14264	2.17308	0.91683	0.68488	1.71321	2.21487	0.53090	-0.98745	-1.65387	0	0.96268	1.29458	0.26398	0	1.57577	1.06726	1.07199	0.80577	1.13021	0.83825	0.75205	1
